origincityLabel,origincountry,originlat,originlong,originpopulation,sistercityLabel,destinationlat,destinationlong,destinationpopulation,destination_countryLabel,dist,eu,samecountry,typecountry
Szczecin,Poland,53.42472222,14.55527778,407047,Dalian,38.91305556,121.61,6690432,People's Republic of China,7603,Non-EU,different,Non-EU
Świnoujście,Poland,53.91666667,14.25,NA,Svetly,54.68333333,20.13333333,NA,Russia,391,Non-EU,different,Non-EU
Świętochłowice,Poland,50.31666667,18.91666667,NA,Heiloo,52.6011,4.7019,22678,Netherlands,1015,Non-EU,different,Non-EU
Chojna,Poland,52.96666667,14.41666667,NA,Meerssen,50.8858,5.7519,19046,Netherlands,637,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Tomsk,56.48861111,84.95222222,569293,Russia,3842,Non-EU,different,Non-EU
Toruń,Poland,53.01666667,18.61666667,206765,Leiden,52.15444444,4.494722222,121163,Netherlands,957,Non-EU,different,Non-EU
Częstochowa,Poland,50.8,19.11666667,NA,Zapopan,20.72027778,-103.3919444,1332272,Mexico,10284,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Kaliningrad,54.71666667,20.5,459560,Russia,336,Non-EU,different,Non-EU
Słupsk,Poland,54.46666667,17.03333333,NA,Arkhangelsk,64.55,40.53333333,351226,Russia,1718,Non-EU,different,Non-EU
Konin,Poland,52.21666667,18.26666667,NA,Bryansk,53.25,34.36666667,405921,Russia,1088,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Moscow,55.75583333,37.61777778,12380664,Russia,1338,Non-EU,different,Non-EU
Olsztyn,Poland,53.78333333,20.48333333,173599,Kaliningrad,54.71666667,20.5,459560,Russia,104,Non-EU,different,Non-EU
Gmina Korsze,Poland,54.17138889,21.14111111,NA,Bagrationovsk,54.38333333,20.63333333,NA,Russia,41,Non-EU,different,Non-EU
Sieradz,Poland,51.6,18.75,NA,Saransk,54.18333333,45.18333333,314789,Russia,1785,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Tianjin,39.14666667,117.2055556,15469500,People's Republic of China,7167,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Harbin,45.75,126.6333333,10635971,People's Republic of China,7025,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Curitiba,-25.42972222,-49.27194444,1879355,Brazil,10797,Non-EU,different,Non-EU
Gdynia,Poland,54.5,18.53333333,247672,Kaliningrad,54.71666667,20.5,459560,Russia,129,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Eindhoven,51.43444444,5.484166667,221402,Netherlands,1214,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Ivanovo,57,40.98333333,408025,Russia,1503,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Grozny,43.31666667,45.7,287410,Russia,2078,Non-EU,different,Non-EU
Buk,Poland,52.35,16.51666667,NA,Sint-Michielsgestel,51.6433,5.3586,28413,Netherlands,767,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Saint Petersburg,59.95,30.31666667,5281579,Russia,1033,Non-EU,different,Non-EU
Toruń,Poland,53.01666667,18.61666667,206765,Kaliningrad,54.71666667,20.5,459560,Russia,226,Non-EU,different,Non-EU
Nowy Sącz,Poland,49.62388889,20.69722222,NA,Suzhou,31.30401,120.61642,NA,People's Republic of China,8063,Non-EU,different,Non-EU
Mrągowo,Poland,53.86666667,21.3,NA,Zelenogradsk,54.95,20.48333333,13026,Russia,132,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,The Hague,52.08416667,4.3175,515880,Netherlands,1138,Non-EU,different,Non-EU
Kołobrzeg,Poland,54.16666667,15.56666667,46716,Feodosiya,45.04888889,35.37916667,67993,Russia,1741,Non-EU,different,Non-EU
Bartoszyce,Poland,54.25,20.8,NA,Bagrationovsk,54.38333333,20.63333333,NA,Russia,18,Non-EU,different,Non-EU
Goleniów,Poland,53.55,14.81666667,NA,Opmeer,52.7033,4.9444,11338,Netherlands,665,Non-EU,different,Non-EU
Grudziądz,Poland,53.4925,18.77611111,NA,Chernyakhovsk,54.63333333,21.81666667,NA,Russia,235,Non-EU,different,Non-EU
Tczew,Poland,54.09111111,18.78638889,NA,Kursk,51.71666667,36.18333333,443212,Russia,1193,Non-EU,different,Non-EU
Pabianice,Poland,51.65,19.38333333,NA,Gusev,54.58333333,22.2,NA,Russia,376,Non-EU,different,Non-EU
Pabianice,Poland,51.65,19.38333333,NA,Balakovo,52,47.8,192359,Russia,1941,Non-EU,different,Non-EU
Głogów,Poland,51.65888889,16.08027778,NA,Middelburg,51.49972222,3.613611111,47939,Netherlands,861,Non-EU,different,Non-EU
Wrocław,Poland,51.10773,17.03533,634404,Guadalajara,20.66611111,-103.3519444,1460148,Mexico,10150,Non-EU,different,Non-EU
Toruń,Poland,53.01666667,18.61666667,206765,Guilin,25.26666667,110.2833333,NA,People's Republic of China,7897,Non-EU,different,Non-EU
Jarocin,Poland,51.96666667,17.5,NA,Veldhoven,51.4197,5.3992,44322,Netherlands,835,Non-EU,different,Non-EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Kaliningrad,54.71666667,20.5,459560,Russia,127,Non-EU,different,Non-EU
Kętrzyn,Poland,54.08333333,21.38333333,27827,Svetly,54.68333333,20.13333333,NA,Russia,105,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Pskov,57.81666667,28.33333333,208145,Russia,615,Non-EU,different,Non-EU
Gdynia,Poland,54.5,18.53333333,247672,Haikou,20.04666667,110.3388889,NA,People's Republic of China,8319,Non-EU,different,Non-EU
Gorzów Wielkopolski,Poland,52.73333333,15.25,124470,Saransk,54.18333333,45.18333333,314789,Russia,1973,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Kaliningrad,54.71666667,20.5,459560,Russia,249,Non-EU,different,Non-EU
Brzeg Dolny,Poland,51.27083333,16.72083333,NA,Chernyakhovsk,54.63333333,21.81666667,NA,Russia,506,Non-EU,different,Non-EU
Koszalin,Poland,54.19027778,16.18166667,108576,Fuzhou,26.07694444,119.2916667,7200000,People's Republic of China,8481,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Puebla City,19.05138889,-98.21777778,1434062,Mexico,10105,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Tilburg,51.5572,5.0911,NA,Netherlands,1210,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Guadalajara,20.66611111,-103.3519444,1460148,Mexico,10384,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Rio de Janeiro,-22.90833333,-43.19638889,6476631,Brazil,10404,Non-EU,different,Non-EU
Suwałki,Poland,54.08333333,22.93333333,69316,Chernyakhovsk,54.63333333,21.81666667,NA,Russia,95,Non-EU,different,Non-EU
Zabrze,Poland,50.3,18.78333333,179452,Kaliningrad,54.71666667,20.5,459560,Russia,505,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Grozny,43.31666667,45.7,287410,Russia,2090,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Anápolis,-16.32694444,-48.95277778,342347,Brazil,10190,Non-EU,different,Non-EU
Będzin,Poland,50.33333333,19.11666667,NA,Izhevsk,56.85,53.21666667,646277,Russia,2336,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Saint Petersburg,59.95,30.31666667,5281579,Russia,1279,Non-EU,different,Non-EU
Zielona Góra,Poland,51.93972222,15.505,138763,Helmond,51.48333333,5.65,89584,Netherlands,680,Non-EU,different,Non-EU
Gołdap,Poland,54.31611111,22.30944444,NA,Dubna,56.75,37.15,NA,Russia,970,Non-EU,different,Non-EU
Słubice,Poland,52.35,14.56666667,NA,Durango,32.53083333,-117.02,NA,Mexico,9472,Non-EU,different,Non-EU
Kalisz,Poland,51.7575,18.08,103738,Heerhugowaard,52.668,4.841,53946,Netherlands,906,Non-EU,different,Non-EU
Iława,Poland,53.59638889,19.56555556,NA,Tholen,51.5847,4.1211,25418,Netherlands,1065,Non-EU,different,Non-EU
Piła,Poland,53.15,16.73333333,NA,Kronstadt,60,29.76666667,NA,Russia,1100,Non-EU,different,Non-EU
Poznań,Poland,52.4,16.91666667,544612,Shenzhen,22.53333333,114.1333333,10628900,People's Republic of China,8510,Non-EU,different,Non-EU
Siedlce,Poland,52.18333333,22.28333333,76585,Kirov,58.6,49.65,501468,Russia,1853,Non-EU,different,Non-EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Rotterdam,51.93083333,4.479166667,631155,Netherlands,980,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Tilburg,51.57,5.07,46517,Netherlands,1211,Non-EU,different,Non-EU
Łuków,Poland,51.91666667,22.38333333,NA,Grozny,43.31666667,45.7,287410,Russia,1980,Non-EU,different,Non-EU
Węgorzewo,Poland,54.21666667,21.75,NA,Chernyakhovsk,54.63333333,21.81666667,NA,Russia,47,Non-EU,different,Non-EU
Radom,Poland,51.40361111,21.15666667,219703,Huzhou,30.86945,120.09581,NA,People's Republic of China,7947,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Anápolis,-16.32694444,-48.95277778,366491,Brazil,10190,Non-EU,different,Non-EU
Ostrów Mazowiecka,Poland,52.8,21.9,NA,Ryazan,54.61666667,39.71666667,534762,Russia,1186,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Irkutsk,52.28333333,104.3,623424,Russia,5162,Non-EU,different,Non-EU
Elbląg,Poland,54.16666667,19.4,122568,Kaliningrad,54.71666667,20.5,459560,Russia,94,Non-EU,different,Non-EU
Koszalin,Poland,54.19027778,16.18166667,108576,Roermond,51.19416667,5.9875,57308,Netherlands,763,Non-EU,different,Non-EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Saint Petersburg,59.95,30.31666667,5281579,Russia,937,Non-EU,different,Non-EU
Pniewy,Poland,52.51666667,16.26666667,NA,Alphen-Chaam,51.4992,4.8722,9918,Netherlands,787,Non-EU,different,Non-EU
Katowice,Poland,50.25,19,303314,Groningen,53.21666667,6.55,200952,Netherlands,917,Non-EU,different,Non-EU
Gołdap,Poland,54.31611111,22.30944444,NA,Gusev,54.58333333,22.2,NA,Russia,31,Non-EU,different,Non-EU
Racibórz,Poland,50.08333333,18.23333333,NA,Kaliningrad,54.71666667,20.5,459560,Russia,538,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Moscow,55.75583333,37.61777778,12380664,Russia,1150,Non-EU,different,Non-EU
Wrocław,Poland,51.10773,17.03533,634404,Breda,51.58333333,4.783333333,NA,Netherlands,852,Non-EU,different,Non-EU
Głubczyce,Poland,50.2,17.83333333,NA,Rusín,50.20978501,17.73428668,144,Czech Republic,7,EU,different,EU
Wrocław,Poland,51.10773,17.03533,634404,Skopje,41.98333333,21.43333333,506926,Republic of Macedonia,1068,Non-EU,different,Non-EU
Katowice,Poland,50.25,19,303314,Donetsk,48.00888889,37.80416667,929063,Ukraine,1387,Non-EU,different,Non-EU
Międzylesie,Poland,50.14944444,16.66638889,NA,Králíky,50.08386229,16.76060628,4289,Czech Republic,10,EU,different,EU
Chojna,Poland,52.96666667,14.41666667,NA,Judenburg,47.1725,14.66027778,10195,Austria,644,EU,different,EU
Konin,Poland,52.21666667,18.26666667,NA,Ungheni,47.20416667,27.79583333,30804,Moldova,882,Non-EU,different,Non-EU
Toruń,Poland,53.01666667,18.61666667,206765,Lutsk,50.74777778,25.32444444,217082,Ukraine,525,Non-EU,different,Non-EU
Połaniec,Poland,50.43333333,21.28333333,NA,Vonitsa,38.91527778,20.89111111,NA,Greece,1281,EU,different,EU
Chojna,Poland,52.96666667,14.41666667,NA,Preveza,38.95,20.75,19042,Greece,1632,EU,different,EU
Białystok,Poland,53.11666667,23.16666667,295624,Bornova,38.45830556,27.21188889,NA,Turkey,1659,Non-EU,different,Non-EU
Grodzisk Mazowiecki,Poland,52.10888889,20.625,NA,Danilovgrad,42.61,19.05,NA,Montenegro,1063,Non-EU,different,Non-EU
Rzeszów,Poland,50.05,22,182548,Lviv,49.83,24.01416667,758400,Ukraine,146,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Bălți,47.76166667,27.92888889,144800,Moldova,684,Non-EU,different,Non-EU
Kalety,Poland,50.56666667,18.9,NA,Vítkov,49.77444984,17.74945413,5787,Czech Republic,120,EU,different,EU
Prudnik,Poland,50.32277778,17.57666667,NA,Krnov,50.08966692,17.70390892,23762,Czech Republic,27,EU,different,EU
Radom,Poland,51.40361111,21.15666667,219703,Prilep,41.34638889,21.55416667,NA,Republic of Macedonia,1119,Non-EU,different,Non-EU
Gmina Prudnik,Poland,50.32277778,17.57666667,NA,Krnov,50.08966692,17.70390892,23762,Czech Republic,27,EU,different,EU
Kętrzyn,Poland,54.08333333,21.38333333,27827,Volodymyr-Volynskyi,50.848056,24.322222,NA,Ukraine,411,Non-EU,different,Non-EU
Gmina Wilamowice,Poland,49.91638889,19.15194444,NA,Dolní Benešov,49.92100227,18.10840245,4046,Czech Republic,75,EU,different,EU
Mińsk Mazowiecki,Poland,52.18333333,21.56666667,NA,Krnov,50.08966692,17.70390892,23762,Czech Republic,356,EU,different,EU
Białystok,Poland,53.11666667,23.16666667,295624,Lutsk,50.74777778,25.32444444,217082,Ukraine,302,Non-EU,different,Non-EU
Hrubieszów,Poland,50.81666667,23.88333333,NA,Volodymyr-Volynskyi,50.848056,24.322222,NA,Ukraine,31,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Sumqayit,40.59166667,49.63972222,298000,Azerbaijan,2425,Non-EU,different,Non-EU
Przemyśl,Poland,49.78333333,22.76666667,67847,Lviv,49.83,24.01416667,758400,Ukraine,90,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Tbilisi,41.71666667,44.78333333,1082400,Georgia,1991,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Astana,51.18333333,71.4,814401,Kazakhstan,3402,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Lviv,49.83,24.01416667,758400,Ukraine,337,Non-EU,different,Non-EU
Biłgoraj,Poland,50.55,22.73333333,27290,Bilina,49.38138889,14.36638889,143,Czech Republic,612,EU,different,EU
Biłgoraj,Poland,50.55,22.73333333,27290,Bilina,49.38138889,14.36638889,147,Czech Republic,612,EU,different,EU
Biłgoraj,Poland,50.55,22.73333333,27290,Bilina,49.38138889,14.36638889,153,Czech Republic,612,EU,different,EU
Biłgoraj,Poland,50.55,22.73333333,27290,Bilina,49.38138889,14.36638889,155,Czech Republic,612,EU,different,EU
Biłgoraj,Poland,50.55,22.73333333,27290,Bilina,49.38138889,14.36638889,156,Czech Republic,612,EU,different,EU
Biłgoraj,Poland,50.55,22.73333333,27290,Bilina,49.38138889,14.36638889,164,Czech Republic,612,EU,different,EU
Chełm,Poland,51.13333333,23.48333333,NA,Lutsk,50.74777778,25.32444444,217082,Ukraine,136,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Innsbruck,47.26666667,11.38333333,130894,Austria,701,EU,different,EU
Rzeszów,Poland,50.05,22,182548,Lutsk,50.74777778,25.32444444,217082,Ukraine,248,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Kyiv,50.45,30.52361111,2907684,Ukraine,687,Non-EU,different,Non-EU
Ruda Śląska,Poland,50.25,18.85,NA,Melk,48.22694444,15.34388889,5308,Austria,340,EU,different,EU
Rzeszów,Poland,50.05,22,182548,Lamia,38.89722222,22.43111111,52006,Greece,1241,EU,different,EU
Konin,Poland,52.21666667,18.26666667,NA,Ungheni,47.20416667,27.79583333,38100,Moldova,882,Non-EU,different,Non-EU
Żyrardów,Poland,52.05,20.43333333,NA,Delčevo,41.96611111,22.77472222,NA,Republic of Macedonia,1135,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Odessa,46.485722,30.743444,NA,Ukraine,1007,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Lviv,49.83,24.01416667,758400,Ukraine,385,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Lutsk,50.74777778,25.32444444,217082,Ukraine,200,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Rustavi,41.53333333,45,122900,Georgia,2240,Non-EU,different,Non-EU
Zamość,Poland,50.72055556,23.25861111,NA,Lutsk,50.74777778,25.32444444,217082,Ukraine,145,Non-EU,different,Non-EU
Ruda Śląska,Poland,50.25,18.85,NA,Mank,48.11083333,15.34111111,3176,Austria,349,EU,different,EU
Częstochowa,Poland,50.8,19.11666667,NA,Mariazell,47.77305556,15.31638889,3910,Austria,435,EU,different,EU
Bydgoszcz,Poland,53.11666667,18,358614,Pavlodar,52.31555556,76.95638889,353930,Kazakhstan,3858,Non-EU,different,Non-EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Odessa,46.485722,30.743444,NA,Ukraine,1223,Non-EU,different,Non-EU
Zawiercie,Poland,50.5,19.41666667,NA,Ebensee,47.80833333,13.775,7738,Austria,508,EU,different,EU
Rzeszów,Poland,50.05,22,182548,Mykolaiv,46.96666667,32,498748,Ukraine,812,Non-EU,different,Non-EU
Łęczyca,Poland,52.05,19.2,NA,Volodymyr-Volynskyi,50.848056,24.322222,NA,Ukraine,379,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Kyiv,50.45,30.52361111,2907684,Ukraine,752,Non-EU,different,Non-EU
Kraków,Poland,50.06666667,19.95,761900,Tbilisi,41.71666667,44.78333333,1082400,Georgia,2121,Non-EU,different,Non-EU
Głubczyce,Poland,50.2,17.83333333,NA,Zbarazh,49.66457429,25.77538606,NA,Ukraine,571,Non-EU,different,Non-EU
Elbląg,Poland,54.16666667,19.4,122568,Baoji,34.36094,107.17507,NA,People's Republic of China,6844,Non-EU,different,Non-EU
Poznań,Poland,52.4,16.91666667,544612,Kutaisi,42.25,42.7,147900,Georgia,2229,Non-EU,different,Non-EU
Płock,Poland,52.55,19.7,NA,Bălți,47.76166667,27.92888889,144800,Moldova,791,Non-EU,different,Non-EU
Nowogród Bobrzański,Poland,51.8,15.23333333,NA,Cimișlia,46.52,28.78416667,11997,Moldova,1144,Non-EU,different,Non-EU
Głubczyce,Poland,50.2,17.83333333,NA,Krnov,50.08966692,17.70390892,23762,Czech Republic,15,EU,different,EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Astana,51.18333333,71.4,814401,Kazakhstan,3483,Non-EU,different,Non-EU
Świętochłowice,Poland,50.31666667,18.91666667,NA,Laa an der Thaya,48.71666667,16.38333333,6225,Austria,255,EU,different,EU
Lublin,Poland,51.23333333,22.56666667,324637,Jiaozuo,35.22904,113.2304,NA,People's Republic of China,7077,Non-EU,different,Non-EU
Bydgoszcz,Poland,53.11666667,18,358614,Patras,38.25,21.73333333,168034,Greece,1678,EU,different,EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Vienna,48.20833,16.373064,1840573,Austria,555,EU,different,EU
Kraków,Poland,50.06666667,19.95,761900,Cusco,-13.518333,-71.978056,435114,Peru,11291,Non-EU,different,Non-EU
Olsztyn,Poland,53.78333333,20.48333333,173599,Lutsk,50.74777778,25.32444444,217082,Ukraine,471,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Athens,38,23.71666667,664046,Greece,1594,EU,different,EU
Police,Poland,53.53333333,14.56666667,NA,Korinos,40.31667,22.58333,3487,Greece,1588,EU,different,EU
Zgorzelec,Poland,51.15277778,15,31359,Naousa,40.63055556,22.06416667,18882,Greece,1290,EU,different,EU
Białystok,Poland,53.11666667,23.16666667,295624,Gori,41.98106111,44.11011111,NA,Georgia,1988,Non-EU,different,Non-EU
Białystok,Poland,53.11666667,23.16666667,295624,Chongzuo,22.41666667,107.3666667,NA,People's Republic of China,7654,Non-EU,different,Non-EU
Rzeszów,Poland,50.05,22,182548,Klagenfurt,46.61666667,14.3,99125,Austria,685,EU,different,EU
Poznań,Poland,52.4,16.91666667,544612,Nablus,32.21611111,35.26611111,146493,Palestinian National Authority,2687,Non-EU,different,Non-EU
Chojnice,Poland,53.7,17.55,NA,Mazyr,52.05,29.23333333,112187,Belarus,804,Non-EU,different,Non-EU
Gmina Chęciny,Poland,50.80277778,20.46722222,NA,Yavoriv,49.94694444,23.39305556,NA,Ukraine,228,Non-EU,different,Non-EU
Krosno,Poland,49.68333333,21.75,NA,Uzhhorod,48.62388889,22.295,NA,Ukraine,124,Non-EU,different,Non-EU
Kielce,Poland,50.8725,20.63194444,191605,Vinnytsia,49.23722222,28.46722222,372432,Ukraine,588,Non-EU,different,Non-EU
Namysłów,Poland,51.07277778,17.70694444,NA,Yaremche,48.45361111,24.55638889,NA,Ukraine,571,Non-EU,different,Non-EU
Rzeszów,Poland,50.05,22,182548,Ivano-Frankivsk,48.92277778,24.71055556,229447,Ukraine,232,Non-EU,different,Non-EU
Konin,Poland,52.21666667,18.26666667,NA,Chernivtsi,48.29083333,25.93444444,266550,Ukraine,698,Non-EU,different,Non-EU
Warsaw,Poland,52.21666667,21.03333333,1748916,Kharkiv,50,36.22916667,1439733,Ukraine,1087,Non-EU,different,Non-EU
Przemyśl,Poland,49.78333333,22.76666667,67847,Truskavets,49.28055556,23.505,NA,Ukraine,77,Non-EU,different,Non-EU
Jarocin,Poland,51.96666667,17.5,NA,"Oleksandriia, Kirovohrad Oblast",48.66666667,33.11666667,NA,Ukraine,1165,Non-EU,different,Non-EU
Siedlce,Poland,52.18333333,22.28333333,76585,Brest,52.13333333,23.66666667,335645,Belarus,95,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Omsk,54.96666667,73.38333333,1178391,Russia,3506,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Ivano-Frankivsk,48.92277778,24.71055556,229447,Ukraine,299,Non-EU,different,Non-EU
Płock,Poland,52.55,19.7,NA,Navapolatsk,55.53333333,28.66666667,98138,Belarus,672,Non-EU,different,Non-EU
Człuchów,Poland,53.65,17.36666667,NA,Kaniv,49.74472222,31.45583333,NA,Ukraine,1061,Non-EU,different,Non-EU
Ciechanów,Poland,52.86666667,20.63333333,NA,Khmelnytskyi,49.42,27,290100,Ukraine,586,Non-EU,different,Non-EU
Wejherowo,Poland,54.6,18.25,NA,Ivano-Frankivsk,48.92277778,24.71055556,229447,Ukraine,771,Non-EU,different,Non-EU
Ostrów Mazowiecka,Poland,52.8,21.9,NA,Iziaslav,50.11666667,26.8,NA,Ukraine,452,Non-EU,different,Non-EU
Słupsk,Poland,54.46666667,17.03333333,NA,Grodno,53.66666667,23.81666667,361352,Belarus,451,Non-EU,different,Non-EU
Ełk,Poland,53.81666667,22.35,60621,Lida,53.88722222,25.30277778,99976,Belarus,194,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Lviv,49.83,24.01416667,758400,Ukraine,187,Non-EU,different,Non-EU
Police,Poland,53.53333333,14.56666667,NA,Novyi Rozdil,49.47027778,24.13,NA,Ukraine,800,Non-EU,different,Non-EU
Zabrze,Poland,50.3,18.78333333,179452,Rivne,50.61972222,26.25138889,NA,Ukraine,530,Non-EU,different,Non-EU
Biała Podlaska,Poland,52.03333333,23.11666667,57498,Baranovichi,53.11666667,25.98333333,178678,Belarus,228,Non-EU,different,Non-EU
Piotrków Trybunalski,Poland,51.4,19.68333333,77810,Rivne,50.61972222,26.25138889,NA,Ukraine,467,Non-EU,different,Non-EU
Chojnice,Poland,53.7,17.55,NA,Mazyr,52.05,29.23333333,108792,Belarus,804,Non-EU,different,Non-EU
Szczecin,Poland,53.42472222,14.55527778,407047,Murmansk,68.96666667,33.08333333,301572,Russia,1975,Non-EU,different,Non-EU
Nowy Sącz,Poland,49.62388889,20.69722222,NA,Stryi,49.25,23.85,NA,Ukraine,232,Non-EU,different,Non-EU
Lublin,Poland,51.23333333,22.56666667,324637,Brest,52.13333333,23.66666667,335645,Belarus,126,Non-EU,different,Non-EU
Oświęcim,Poland,50.03333333,19.23333333,NA,Sambir,49.51666667,23.2,35026,Ukraine,291,Non-EU,different,Non-EU
Siedlce,Poland,52.18333333,22.28333333,76585,Berdychiv,49.89194444,28.6,76950,Ukraine,510,Non-EU,different,Non-EU
Koszalin,Poland,54.19027778,16.18166667,108576,Lida,53.88722222,25.30277778,99976,Belarus,596,Non-EU,different,Non-EU
Płońsk,Poland,52.63333333,20.38333333,NA,Volgograd,48.7,44.48333333,1016137,Russia,1745,Non-EU,different,Non-EU
Kalisz,Poland,51.7575,18.08,103738,Minsk,53.902246,27.561837,1921800,Belarus,680,Non-EU,different,Non-EU
Włocławek,Poland,52.65,19.05,NA,Mogilyov,53.91666667,30.35,370712,Belarus,763,Non-EU,different,Non-EU
Radom,Poland,51.40361111,21.15666667,219703,Gomel,52.44166667,30.98333333,527172,Belarus,683,Non-EU,different,Non-EU
Łódź,Poland,51.75949444,19.45851111,715360,Minsk,53.902246,27.561837,1921800,Belarus,594,Non-EU,different,Non-EU
Radom,Poland,51.40361111,21.15666667,219703,Ternopil,49.56666667,25.6,217773,Ukraine,375,Non-EU,different,Non-EU
Bydgoszcz,Poland,53.11666667,18,358614,Cherkasy,49.44444444,32.05972222,NA,Ukraine,1057,Non-EU,different,Non-EU
Biała Podlaska,Poland,52.03333333,23.11666667,57498,Brest,52.13333333,23.66666667,335645,Belarus,39,Non-EU,different,Non-EU
Dąbrowa Górnicza,Poland,50.32388889,19.19472222,122712,Alchevsk,48.46722222,38.79833333,111360,Ukraine,1429,Non-EU,different,Non-EU
Wrocław,Poland,51.10773,17.03533,634404,Grodno,53.66666667,23.81666667,361352,Belarus,541,Non-EU,different,Non-EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Omsk,54.96666667,73.38333333,1178391,Russia,3430,Non-EU,different,Non-EU
Terespol,Poland,52.08333333,23.56666667,NA,Brest,52.13333333,23.66666667,335645,Belarus,9,Non-EU,different,Non-EU
Włocławek,Poland,52.65,19.05,NA,Izmail,45.35,28.83333333,NA,Ukraine,1079,Non-EU,different,Non-EU
Brzozów,Poland,49.69527778,22.01944444,26615,Sambir,49.51666667,23.2,35026,Ukraine,87,Non-EU,different,Non-EU
Łańcut,Poland,50.06666667,22.23333333,NA,Uman,48.75,30.21666667,86900,Ukraine,596,Non-EU,different,Non-EU
Gdańsk,Poland,54.36666667,18.63333333,462249,Navapolatsk,55.53333333,28.66666667,98138,Belarus,653,Non-EU,different,Non-EU
Zawiercie,Poland,50.5,19.41666667,NA,Kamianets-Podilskyi,48.68055556,26.58055556,102254,Ukraine,554,Non-EU,different,Non-EU
Mielec,Poland,50.28333333,21.43333333,NA,Mukachevo,48.44138889,22.71361111,86257,Ukraine,225,Non-EU,different,Non-EU
Chojnice,Poland,53.7,17.55,NA,Korsun-Shevchenkivskyi,49.42611111,31.28055556,18401,Ukraine,1059,Non-EU,different,Non-EU
Gdynia,Poland,54.5,18.53333333,247672,Baranovichi,53.11666667,25.98333333,178678,Belarus,512,Non-EU,different,Non-EU
Przemyśl,Poland,49.78333333,22.76666667,67847,Kamianets-Podilskyi,48.68055556,26.58055556,102254,Ukraine,303,Non-EU,different,Non-EU
Koszalin,Poland,54.19027778,16.18166667,108576,Ivano-Frankivsk,48.92277778,24.71055556,229447,Ukraine,830,Non-EU,different,Non-EU
Sandomierz,Poland,50.68333333,21.75,24457,Ostroh,50.33333333,26.51666667,NA,Ukraine,339,Non-EU,different,Non-EU
